epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
23,18.0465,0.89125,0.52741,0.98997,0.7784,0.86735,0.87867,0.52465,1.59097,0.76059,1.84915,0.000318468,0.000318468,0.000318468
24,18.7556,1.0196,0.53917,1.24055,0.84206,0.88611,0.86867,0.53894,1.55311,0.74534,1.88645,0.000324006,0.000324006,0.000324006
25,19.4389,1.11746,0.92805,1.38376,0.81166,0.90727,0.92808,0.61449,1.4538,0.70118,1.91587,0.000328812,0.000328812,0.000328812
26,20.1096,1.02664,0.56679,1.23556,0.80336,0.91978,0.94553,0.60477,1.40119,0.65807,1.8101,0.000332883,0.000332883,0.000332883
27,20.808,1.04508,0.57557,1.16834,0.85137,0.93547,0.995,0.62084,1.49652,0.67557,1.81158,0.000336222,0.000336222,0.000336222
28,21.5156,0.88877,0.57387,1.09726,0.85137,0.93547,0.995,0.62084,1.49652,0.67557,1.81158,0.000338827,0.000338827,0.000338827
29,22.1809,0.89804,0.50761,1.04769,0.8345,0.94092,0.96167,0.55522,1.62532,0.71592,1.88009,0.000340699,0.000340699,0.000340699
30,22.8632,0.91772,0.48379,1.04,0.81215,0.95953,0.96167,0.56045,1.67759,0.79934,1.94422,0.000341838,0.000341838,0.000341838
31,23.5234,0.89526,0.52874,1.12468,0.81215,0.95953,0.96167,0.56045,1.67759,0.79934,1.94422,0.000342244,0.000342244,0.000342244
32,24.186,1.0365,0.73949,1.25736,0.92652,0.93583,0.985,0.61523,1.61478,0.77434,1.92113,0.000341916,0.000341916,0.000341916
33,24.8833,0.84683,0.46135,1.02277,0.92072,0.96518,0.985,0.61603,1.59521,0.72997,1.83281,0.000340855,0.000340855,0.000340855
34,25.5569,0.89185,0.52211,1.20575,0.92072,0.96518,0.985,0.61603,1.59521,0.72997,1.83281,0.000339061,0.000339061,0.000339061
35,26.2418,0.84303,0.4893,0.978,0.88923,0.91879,0.985,0.6096,1.5698,0.63647,1.74486,0.000336533,0.000336533,0.000336533
36,26.9134,0.82905,0.46562,1.01401,0.95401,0.95878,0.995,0.5942,1.56603,0.61034,1.7169,0.000333272,0.000333272,0.000333272
37,27.576,0.86181,0.48718,1.08572,0.95401,0.95878,0.995,0.5942,1.56603,0.61034,1.7169,0.000329278,0.000329278,0.000329278
38,28.2442,0.77895,0.47489,1.04651,0.90018,0.97813,0.995,0.58895,1.55428,0.62922,1.73716,0.000324551,0.000324551,0.000324551
39,28.9232,0.76434,0.4551,1.00828,0.85302,0.98,0.995,0.60645,1.51664,0.65637,1.79107,0.00031909,0.00031909,0.00031909
40,29.5704,0.82385,0.49294,1.1219,0.85302,0.98,0.995,0.60645,1.51664,0.65637,1.79107,0.000312896,0.000312896,0.000312896
41,30.2445,0.69201,0.51074,0.9824,0.8636,0.95168,0.995,0.60594,1.55644,0.66642,1.818,0.000305969,0.000305969,0.000305969
42,30.9123,0.90543,0.52649,1.20712,0.87343,0.94503,0.995,0.61129,1.58012,0.63766,1.85642,0.000298309,0.000298309,0.000298309
43,31.5656,0.80333,0.54382,1.14023,0.87343,0.94503,0.995,0.61129,1.58012,0.63766,1.85642,0.000289915,0.000289915,0.000289915
44,32.2297,0.78013,0.41402,1.03408,0.87748,0.95075,0.995,0.62306,1.59974,0.61014,1.86108,0.000280789,0.000280789,0.000280789
45,32.8971,0.85193,0.46587,1.02441,0.87748,0.95075,0.995,0.62306,1.59974,0.61014,1.86108,0.000270928,0.000270928,0.000270928
46,33.5979,0.68071,0.41022,0.96976,0.92913,0.86917,0.96167,0.57217,1.55702,0.60062,1.8475,0.000260335,0.000260335,0.000260335
47,34.252,0.70772,0.44591,1.03874,0.92913,0.86917,0.96167,0.57217,1.55702,0.60062,1.8475,0.000249008,0.000249008,0.000249008
48,34.9083,0.71846,0.40564,1.03748,0.94559,0.87494,0.96167,0.5937,1.52414,0.6549,1.88707,0.000236949,0.000236949,0.000236949
49,35.5915,0.66839,0.41861,0.99542,0.94559,0.87494,0.96167,0.5937,1.52414,0.6549,1.88707,0.000224155,0.000224155,0.000224155
50,36.2656,0.69754,0.43496,0.961,0.92478,0.8839,0.96167,0.59906,1.52132,0.6758,1.91025,0.000210629,0.000210629,0.000210629
51,53.1869,0.69945,0.3731,1.01016,0.92478,0.8839,0.96167,0.59906,1.52132,0.6758,1.91025,0.000194425,0.000194425,0.000194425
52,53.9394,0.76105,0.46189,1.13966,0.90861,0.9611,0.995,0.62839,1.51083,0.65447,1.89918,0.000176094,0.000176094,0.000176094
53,54.6099,0.66314,0.38937,0.98495,0.90861,0.9611,0.995,0.62839,1.51083,0.65447,1.89918,0.000157762,0.000157762,0.000157762
54,55.2942,0.62192,0.39221,1.01539,0.90778,0.9875,0.995,0.61387,1.5003,0.63326,1.8431,0.000139431,0.000139431,0.000139431
55,55.9597,0.69587,0.39243,1.02004,0.90778,0.9875,0.995,0.61387,1.5003,0.63326,1.8431,0.000121099,0.000121099,0.000121099
56,56.6207,0.71112,0.44623,1.05398,0.92149,0.9999,0.995,0.60876,1.4814,0.59641,1.80201,0.000102768,0.000102768,0.000102768
57,57.2865,0.62788,0.3918,1.01809,0.92149,0.9999,0.995,0.60876,1.4814,0.59641,1.80201,8.4436e-05,8.4436e-05,8.4436e-05
58,57.9467,0.64513,0.37779,0.90153,0.92499,1,0.995,0.60663,1.47615,0.587,1.80439,6.61045e-05,6.61045e-05,6.61045e-05
59,58.5919,0.61592,0.40811,0.95875,0.92499,1,0.995,0.60663,1.47615,0.587,1.80439,4.7773e-05,4.7773e-05,4.7773e-05
60,59.2525,0.72366,0.37644,0.98995,0.92539,1,0.995,0.60626,1.47318,0.58729,1.80948,2.94415e-05,2.94415e-05,2.94415e-05
