epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
34,25.4452,1.0579,0.73103,1.30571,0.90344,1,0.985,0.55736,1.6695,0.86666,1.94259,0.000339061,0.000339061,0.000339061
35,26.125,1.10622,0.63275,1.08667,0.88949,1,0.985,0.56425,1.68539,0.75132,2.01078,0.000336533,0.000336533,0.000336533
36,26.8477,1.04929,0.60052,1.10608,0.89208,0.98457,0.985,0.56815,1.7011,0.70405,2.08248,0.000333272,0.000333272,0.000333272
37,27.5304,1.078,0.65267,1.22151,0.89208,0.98457,0.985,0.56815,1.7011,0.70405,2.08248,0.000329278,0.000329278,0.000329278
38,28.2602,1.01366,0.63191,1.17036,0.91578,0.93477,0.995,0.53796,1.70584,0.68957,2.06275,0.000324551,0.000324551,0.000324551
39,29.0123,0.98632,0.56293,1.10983,0.98033,0.91393,0.995,0.51921,1.6562,0.71832,1.96611,0.00031909,0.00031909,0.00031909
40,29.7975,1.01415,0.59516,1.21393,0.98033,0.91393,0.995,0.51921,1.6562,0.71832,1.96611,0.000312896,0.000312896,0.000312896
41,30.4868,0.92091,0.63472,1.10693,0.93597,0.93575,0.995,0.56833,1.54953,0.68021,1.82041,0.000305969,0.000305969,0.000305969
42,31.1675,1.09866,0.65234,1.3508,0.91368,1,0.995,0.5942,1.46262,0.65389,1.71906,0.000298309,0.000298309,0.000298309
43,31.8437,1.01457,0.64242,1.24199,0.91368,1,0.995,0.5942,1.46262,0.65389,1.71906,0.000289915,0.000289915,0.000289915
44,32.515,0.94952,0.52867,1.12623,0.917,1,0.995,0.62492,1.43228,0.59099,1.70231,0.000280789,0.000280789,0.000280789
45,33.2157,0.98258,0.5681,1.10591,0.917,1,0.995,0.62492,1.43228,0.59099,1.70231,0.000270928,0.000270928,0.000270928
46,33.9335,0.88086,0.51461,1.05645,0.91667,1,0.995,0.61263,1.42594,0.59521,1.68789,0.000260335,0.000260335,0.000260335
47,34.6142,0.88219,0.56795,1.10655,0.91667,1,0.995,0.61263,1.42594,0.59521,1.68789,0.000249008,0.000249008,0.000249008
48,35.2929,0.84017,0.4927,1.11181,0.92815,0.99349,0.995,0.61263,1.42227,0.60975,1.67313,0.000236949,0.000236949,0.000236949
49,35.9618,0.82727,0.52906,1.06905,0.92815,0.99349,0.995,0.61263,1.42227,0.60975,1.67313,0.000224155,0.000224155,0.000224155
50,36.6334,0.88415,0.52212,1.03766,0.91447,0.94663,0.995,0.62065,1.45418,0.63997,1.72012,0.000210629,0.000210629,0.000210629
51,40.5579,0.93385,0.47928,1.128,0.91447,0.94663,0.995,0.62065,1.45418,0.63997,1.72012,0.000194425,0.000194425,0.000194425
52,41.2905,0.9057,0.58448,1.2031,0.9139,0.94934,0.995,0.59288,1.50517,0.65487,1.74772,0.000176094,0.000176094,0.000176094
53,41.9816,0.84981,0.50563,1.12522,0.9139,0.94934,0.995,0.59288,1.50517,0.65487,1.74772,0.000157762,0.000157762,0.000157762
54,42.6959,0.85471,0.62651,1.1269,0.91695,0.95821,0.995,0.57061,1.55765,0.66689,1.72679,0.000139431,0.000139431,0.000139431
55,43.3938,0.90474,0.50551,1.13426,0.91695,0.95821,0.995,0.57061,1.55765,0.66689,1.72679,0.000121099,0.000121099,0.000121099
56,44.0779,0.918,0.54294,1.19482,0.92014,0.98287,0.995,0.56029,1.54822,0.68069,1.69765,0.000102768,0.000102768,0.000102768
57,44.7382,0.8178,0.50585,1.12087,0.92014,0.98287,0.995,0.56029,1.54822,0.68069,1.69765,8.4436e-05,8.4436e-05,8.4436e-05
58,45.4193,0.8573,0.55261,0.98946,0.93118,0.99516,0.995,0.57151,1.54917,0.66134,1.70165,6.61045e-05,6.61045e-05,6.61045e-05
59,46.1029,0.77532,0.5134,1.05201,0.93118,0.99516,0.995,0.57151,1.54917,0.66134,1.70165,4.7773e-05,4.7773e-05,4.7773e-05
60,46.7858,0.83783,0.49007,1.07017,0.93268,0.99974,0.995,0.58462,1.53979,0.65566,1.70417,2.94415e-05,2.94415e-05,2.94415e-05
